,title,text,author
2229,马伯乐（精品公版）,“我打算借几本书看，你手头可有什么书吗？”,xiaohong
32,家族以外的人（精品公版）,火苗旺盛起来了，伙伴们的脸孔，完全照红了。,xiaohong
2674,商市街（精品公版）,鲁迅先生没有听到海婴的话，还在那里咳嗽着。,xiaohong
38,家族以外的人（精品公版）,“我的鸡蛋比你们的全大……像个大鸭蛋……”,xiaohong
2257,萧红短篇小说集（精品公版）,小豆刚把眼睛睁开一道缝，爷爷立刻扑了过去。,xiaohong
2694,商市街（精品公版）,“多吃就胖了，那么周先生为什么不多吃点？”,xiaohong
1313,商市街（精品公版）,写了一张纸条，他站在门口喊他的学生汪玉祥。,xiaohong
58,家族以外的人（精品公版）,“什么人啊！”我们知道是有二伯在敲着窗棂。,xiaohong
2667,萧红短篇小说集（精品公版）,那小驴蒙着眼罩静静的一圈一圈的在拉着空磨。,xiaohong
1319,商市街（精品公版）,对着这一块木柈，又爱它，又恨它，又可惜它。,xiaohong
2265,萧红短篇小说集（精品公版）,可笑的，他的手里拿着水盆还在四面地找水盆。,xiaohong
878,商市街（精品公版）,“盆里的鱼死了一条，另一条鱼在游水响……”,xiaohong
19,商市街（精品公版）,她嘴张着，眼睛瞪着，远天和太阳辽阔的照耀。,xiaohong
667,马伯乐（精品公版）,马伯乐并不是看得起外国人，而是他没有办法。,xiaohong
29,小城三月（精品公版）,我们坐马车从街梢上的外祖父家来到街中心的。,xiaohong
1155,商市街（精品公版）,“为什么哭呢？我擦的是汗呀，不是眼泪呀！”,xiaohong
1038,萧红短篇小说集（精品公版）,我走去看看，酒壶旁边的小碟子里还有两片肉。,xiaohong
2286,商市街（精品公版）,“鬼也是怕踢的，踢他一脚立刻就变成人了。”,xiaohong
1847,商市街（精品公版）,那天，我走在道边，我看着伞翅上不住的滴水。,xiaohong
229,牛车上（精品公版）,“哼……打门……”他的眼睛用力往低处看去。,xiaohong
109,牛车上（精品公版）,“羊肠也是不能吃。”他看着他自己的饭碗说。,xiaohong
2984,萧红短篇小说集（精品公版）,我们坐马车从街梢上的外祖父家来到街中心的。,xiaohong
1837,马伯乐（精品公版）,马伯乐睡得很沉熟，不到吃饭的时候绝对不醒。,xiaohong
2213,商市街（精品公版）,穿蓝布衣裳的老头问我：“看见了吗？几架？”,xiaohong
1053,萧红短篇小说集（精品公版）,好像站在公园里的石人似的，有二伯站在地心。,xiaohong
31,旷野的呼喊（精品公版）,“要干，拍拍屁股就去干，弄得利利索索的。”,xiaohong
2335,商市街（精品公版）,原来是一个盗墓子的人在坟场上半夜做着工作。,xiaohong
2337,商市街（精品公版）,“鬼也是怕踢的，踢他一脚立刻就变成人了。”,xiaohong
106,牛车上（精品公版）,母亲和别人完全走完了时，他还站在那个地方。,xiaohong
1936,萧红短篇小说集（精品公版）,“要干，拍拍屁股就去干，弄得利利索索的。”,xiaohong
1853,马伯乐（精品公版）,那问的人不大懂得，船老板也就不再往下细说。,xiaohong
251,牛车上（精品公版）,我走去看看，酒壶旁边的小碟子里还有两片肉。,xiaohong
796,萧红短篇小说集（精品公版）,“妈睡了没睡呢？”我推着草叶，走出了草丛。,xiaohong
74,旷野的呼喊（精品公版）,“好大嗓门！长大了还不是个吹鼓手的角色！”,xiaohong
463,商市街（精品公版）,一夜，王大姑没有回内房去睡，伯父伴着她哩！,xiaohong
2261,商市街（精品公版）,“鬼也是怕踢的，踢他一脚立刻就变成人了。”,xiaohong
335,呼兰河传（精品公版）,于是乎不但小外甥，三姨二姑也都聚在了一起。,xiaohong
2234,商市街（精品公版）,“这不多。”他说，从口袋里取出十元票子来。,xiaohong
129,旷野的呼喊（精品公版）,“你看你那鞭子吧，没有了鞭梢，你还打呢！”,xiaohong
1777,萧红短篇小说集（精品公版）,“太太，那么这仗要打到哪里？也打到湖北？”,xiaohong
1779,萧红短篇小说集（精品公版）,“到大冶，太太，这大冶是什么地方？多远？”,xiaohong
405,马伯乐（精品公版）,他表示很慷慨的样子，让佣人拿了四五个进来。,xiaohong
528,商市街（精品公版）,大炉台上失掉了锅，失掉了壶，不像个厨房样。,xiaohong
516,商市街（精品公版）,“现在三号，十三号吧！还有十天，怎么样？”,xiaohong
1016,萧红短篇小说集（精品公版）,“哼……打门……”他的眼睛用力往低处看去。,xiaohong
994,商市街（精品公版）,有谁还记得冬天？阳光这样暖了！街树蹿着芽！,xiaohong
119,萧红散文（精品公版）,初冬，我走在清凉的街道上，遇见了我的弟弟。,xiaohong
1772,马伯乐（精品公版）,马伯乐却没有这么想，因为他的心情特别愉快。,xiaohong
380,马伯乐（精品公版）,于是人人都承认马伯乐是将来最有希望的一人。,xiaohong
1753,萧红短篇小说集（精品公版）,“讲下去呀！王根……”他本团的同志喊着他。,xiaohong
1013,商市街（精品公版）,“幻想什么？……这几天有信吗？”郎华问他。,xiaohong
2259,商市街（精品公版）,原来是一个盗墓子的人在坟场上半夜做着工作。,xiaohong
3091,萧红短篇小说集（精品公版）,我跑进去一看，不单是翠姨，还有哥哥陪着她。,xiaohong
1748,萧红短篇小说集（精品公版）,小讲演者虽然站在凳子上，并不比人高出多少。,xiaohong
1431,马伯乐（精品公版）,所以这淞江桥传说得如此可怕，有如生死关头。,xiaohong
2935,萧红短篇小说集（精品公版）,“我好了，我好了。请把这一封信给我带去。”,xiaohong
620,生死场（精品公版）,人们拉开她，她有力挣扎，比一条疯牛更有力。,xiaohong
250,呼兰河传（精品公版）,夏夜若无风无雨就这样地过去了，一夜又一夜。,xiaohong
241,商市街（精品公版）,“真凉快呀，我爱的芹呀，你不来洗个澡吗？”,xiaohong
65,马伯乐（精品公版）,“现代有为的青年，作事若不果断，还行吗？”,xiaohong
583,马伯乐（精品公版）,但他一天只忙这么两阵，其余的时间都是闲的。,xiaohong
927,商市街（精品公版）,“那么，白吃白喝的人们将来要做穷党了吧？”,xiaohong
666,呼兰河传（精品公版）,我说：“赶鸭子，鸭子掉井，捞出来好烧吃。”,xiaohong
1287,马伯乐（精品公版）,“不像样怎么着？有大洋钱搬到好的旅馆去！”,xiaohong
2046,萧红短篇小说集（精品公版）,“你看你那鞭子吧，没有了鞭梢，你还打呢！”,xiaohong
69,马伯乐（精品公版）,马伯乐出了一头顶汗，但是想不出个好法子来。,xiaohong
1140,商市街（精品公版）,“不要说。在街上不要说。”我撞动她的肩头。,xiaohong
2829,萧红短篇小说集（精品公版）,“人生百年，三万六千日，不如僧家半日闲。”,xiaohong
2823,萧红短篇小说集（精品公版）,“有吃有喝就行了，荣华富贵咱们不求那个。”,xiaohong
71,马伯乐（精品公版）,“还是一生的命运要紧，还是那些东西要紧？”,xiaohong
484,生死场（精品公版）,罗圈腿插嘴了：“革命军还不如红胡子有用？”,xiaohong
2141,商市街（精品公版）,他们并不是巨象，却发出来巨象呼喘似的声音。,xiaohong
2493,商市街（精品公版）,鲁迅先生坐在那儿和一个乡下的安静老人一样。,xiaohong
2800,萧红短篇小说集（精品公版）,而后那房门喀喀的一响，人就进去了，不见了。,xiaohong
661,马伯乐（精品公版）,“买这个做什么，逃起难来……还穿衣裳吗！”,xiaohong
633,呼兰河传（精品公版）,祖父于是就换一个，换一个不好，我还是不要。,xiaohong
1590,呼兰河传（精品公版）,那给王大姑娘做传的人，材料的确搜集得不少。,xiaohong
827,萧红短篇小说集（精品公版）,“我的鸡蛋比你们的全大……像个大鸭蛋……”,xiaohong
618,呼兰河传（精品公版）,究竟除了这些，还有什么，我越想越不知道了。,xiaohong
328,商市街（精品公版）,秋风是紧了，秋风的凄凉特别在破落之街道上。,xiaohong
2930,萧红短篇小说集（精品公版）,“上街去了。”说完了，自己的脸色就变白了。,xiaohong
324,商市街（精品公版）,一条鞋带也要分成两段，两个人束着一条鞋带。,xiaohong
316,商市街（精品公版）,“你若不来，我怎能去找她来呢！”她埋怨我。,xiaohong
266,牛车上（精品公版）,好像站在公园里的石人似的，有二伯站在地心。,xiaohong
87,牛车上（精品公版）,“你不说么？”他的头顶站着无数很大的汗珠。,xiaohong
1316,马伯乐（精品公版）,他还跑去，想把太太扯回来，可是太太很坚决。,xiaohong
1090,商市街（精品公版）,两个人渔翁似的，时时在沿街玻璃窗上反映着。,xiaohong
2399,商市街（精品公版）,鲁迅先生必得休息的，须藤老医生是这样说的。,xiaohong
1989,萧红短篇小说集（精品公版）,“好大嗓门！长大了还不是个吹鼓手的脚色！”,xiaohong
821,萧红短篇小说集（精品公版）,火苗旺盛起来了，伙伴们的脸孔，完全照红了。,xiaohong
2403,商市街（精品公版）,所以不久书桌上德文字典日文字典又摆起来了。,xiaohong
292,牛车上（精品公版）,“有二伯，吃饭啦！”这次把嘴唇对准了板缝。,xiaohong
1078,萧红短篇小说集（精品公版）,“有二伯，吃饭啦！”这次把嘴唇对准了板缝。,xiaohong
2413,商市街（精品公版）,于是我说：“周先生，我的衣裳漂亮不漂亮？”,xiaohong
1736,萧红短篇小说集（精品公版）,他没有走上讲台去，人们就使他站上他的木凳。,xiaohong
1640,萧红短篇小说集（精品公版）,“都是八路的……俺家那方面都是八路的……”,xiaohong
975,商市街（精品公版）,她父亲的马车回来了，院子里啷啷的响着铃子。,xiaohong
1587,萧红短篇小说集（精品公版）,终久又有这样的一天，金珠和母亲被驱着走了。,xiaohong
833,商市街（精品公版）,“南岗那个人的武术不教了。”晚上他告诉我。,xiaohong
1303,萧红短篇小说集（精品公版）,“什么？”车夫说，“莫不是阵亡在外吗……”,xiaohong
292,家族以外的人（精品公版）,“有二伯，吃饭啦！”这次把嘴唇对准了板缝。,xiaohong
1223,呼兰河传（精品公版）,有二伯说话的时候，把“这个”说成“介个”。,xiaohong
251,家族以外的人（精品公版）,我走去看看，酒壶旁边的小碟子里还有两片肉。,xiaohong
1232,呼兰河传（精品公版）,他到肉铺子上去买肉，人家也叫他有二掌柜的。,xiaohong
970,马伯乐（精品公版）,他一回想，才想起来自己是三个月没有理发了。,xiaohong
1380,呼兰河传（精品公版）,这新房子一造起来，有二伯就搬回家里来住了。,xiaohong
214,萧红短篇小说集（精品公版）,但是他还没听见五小姐说的“黄瓜也不如”呢！,xiaohong
2345,马伯乐（精品公版）,马伯乐站起来，提议要离开这吃茶店，回家去。,xiaohong
2484,马伯乐（精品公版）,闹到后来，都没去，还是照旧坐在小楼上悲哀。,xiaohong
166,马伯乐（精品公版）,她叹了一口气，仍勉强地看报纸。她很不耐烦。,xiaohong
1124,呼兰河传（精品公版）,大神说，洗澡必得连洗三次，还有两次要洗的。,xiaohong
1360,商市街（精品公版）,他赤了脚，穿上“傻鞋”，去到对门上武术课。,xiaohong
43,生死场（精品公版）,二里半，能宽容妻子，以他的感觉去衡量别人。,xiaohong
350,萧红短篇小说集（精品公版）,“站了半夜又怎么样呢？张二叔叔打了你吗？”,xiaohong
2481,马伯乐（精品公版）,“若是来了要换皮鞋底的，你用什么给换呢？”,xiaohong
412,萧红散文（精品公版）,他们并不是巨象，却发出来巨象呼喘似的声音。,xiaohong
1266,萧红短篇小说集（精品公版）,黑暗薄薄的笼罩了大地，夜已拖着轻快的步伐。,xiaohong
2383,马伯乐（精品公版）,他向小丫环招呼着，下边紧接着就要问大小姐。,xiaohong
898,萧红短篇小说集（精品公版）,“羊肠也是不能吃。”他看着他自己的饭碗说。,xiaohong
138,小城三月（精品公版）,我跑进去一看，不单是翠姨，还有哥哥陪着她。,xiaohong
1370,呼兰河传（精品公版）,有二伯正颜厉色地说：“你有什么看不透的？”,xiaohong
352,萧红短篇小说集（精品公版）,“我的孩子，你说吧，你怎么会弄得这样呢？”,xiaohong
895,萧红短篇小说集（精品公版）,母亲和别人完全走完了时，他还站在那个地方。,xiaohong
751,商市街（精品公版）,“你真像个大口袋，”他吃饱了以后才向我说。,xiaohong
1554,商市街（精品公版）,“什么事？说吧——”我把葱花加到油里去炸。,xiaohong
1271,萧红短篇小说集（精品公版）,然而，一个美丽的影子在某时仍旧有大的魔力。,xiaohong
1032,马伯乐（精品公版）,所以每当大卫吃起药来的时候，就像小偷似的。,xiaohong
266,家族以外的人（精品公版）,好像站在公园里的石人似的，有二伯站在地心。,xiaohong
190,马伯乐（精品公版）,“谁对主耶稣最真诚，将来谁得的遗产就多。”,xiaohong
1208,呼兰河传（精品公版）,我就问祖父：“谁也看不见，你怎么看见啦？”,xiaohong
2040,商市街（精品公版）,这地方危险是危险的，怎么办呢？只得住下了。,xiaohong
1511,呼兰河传（精品公版）,冯歪嘴子说：“我就要叫她们搬的，就搬……”,xiaohong
1379,呼兰河传（精品公版）,后来我家在五间正房的旁边，造了三间东厢房。,xiaohong
155,马伯乐（精品公版）,可是他也没敢往走廊上看，他跑到大街上去了。,xiaohong
2050,商市街（精品公版）,“女人我害怕，别的我不怕……女人我最怕。”,xiaohong
1405,呼兰河传（精品公版）,没有风，没有雨，则关着大门静静地过着日子。,xiaohong
1480,马伯乐（精品公版）,妈妈听了一阵心酸：“可怜我的小英雄了……”,xiaohong
1276,萧红短篇小说集（精品公版）,亚丽果然的去了，我木鸡似地立在门口好半天。,xiaohong
981,马伯乐（精品公版）,马伯乐是一阵心酸，又差一点没有流下眼泪来。,xiaohong
2057,商市街（精品公版）,最显现在我面前的是他们两个有点憔悴的颜面。,xiaohong
1420,呼兰河传（精品公版）,祖父说：“快睡觉吧，半夜三更不好讲话的。”,xiaohong
1286,萧红短篇小说集（精品公版）,他们都笑了起来，车夫立刻把鞭子抽响了一下。,xiaohong
1375,萧红短篇小说集（精品公版）,“啊？这么早就饿了吗？昨晚上吃得那么晚！”,xiaohong
1107,呼兰河传（精品公版）,那大缸是很大的，她站在里边仅仅露着一个头。,xiaohong
63,生死场（精品公版）,“我不愿意和老马在一块，老马整天象睡着。”,xiaohong
1117,马伯乐（精品公版）,太太看了他觉得非常可笑，就在一边格格地笑。,xiaohong
273,萧红短篇小说集（精品公版）,“你不知道工厂要裁你吗？我抢着跑来找你。”,xiaohong
472,萧红散文（精品公版）,穿蓝布衣裳的老头问我：“看见了吗？几架？”,xiaohong
229,家族以外的人（精品公版）,“哼……打门……”他的眼睛用力往低处看去。,xiaohong
1322,萧红短篇小说集（精品公版）,她把头巾掀起来，两个耳朵的下梢完全丢失了。,xiaohong
171,生死场（精品公版）,王婆说：“给几个钱我就走了！不要麻烦啦。”,xiaohong
1585,商市街（精品公版）,“接到一封黑信，说他老师要绑汪玉祥的票。”,xiaohong
2060,商市街（精品公版）,尤其是池田立刻说谢谢，并且立刻和我握握手。,xiaohong
2380,马伯乐（精品公版）,“这不是很可笑吗？就是吻了，有谁会看见呢？”,xiaohong
773,马伯乐（精品公版）,也许是第二天夜晚才发炮呢！人们都如此以为着。,xiaohong
823,呼兰河传（精品公版）,街上虽然热闹起来了，而我家里则仍是静悄悄的。,xiaohong
1739,马伯乐（精品公版）,等他听到了自己的声音之后，他就更清醒了一些。,xiaohong
667,呼兰河传（精品公版）,祖父说：“不用赶了，爷爷抓个鸭子给你烧着。”,xiaohong
743,马伯乐（精品公版）,“这是什么时候，我还管得了你们女人不女人！”,xiaohong
561,萧红短篇小说集（精品公版）,“你的事忙吗？你的脸色都不很好，太累了吧！”,xiaohong
1213,商市街（精品公版）,要解体的样子，我哭出来吧！没有妈妈哭向谁去？,xiaohong
1411,呼兰河传（精品公版）,半夜三更的，鸡鸭猫狗都睡了。唯独有二伯不睡。,xiaohong
2048,马伯乐（精品公版）,大卫瞧不起约瑟的学问。约瑟瞧不起大卫的武力。,xiaohong
239,牛车上（精品公版）,有一次，有二伯从板墙上掉下来。他摔破了鼻子。,xiaohong
80,牛车上（精品公版）,“啊哈……这些……这些都是油乌乌的黑枣……”,xiaohong
2042,马伯乐（精品公版）,“妈妈，这是不是咱家那白鸽子飞到这儿来啦？”,xiaohong
7,萧红散文（精品公版）,“唉！无聊！”当他回来的时候，眼睛也无光了。,xiaohong
2556,商市街（精品公版）,春天，海婴在花园里掘着泥沙，培植着各种玩艺。,xiaohong
2368,商市街（精品公版）,冬天烧过的火炉三月里还冷冰冰地在地板上站着。,xiaohong
590,商市街（精品公版）,“唉！无聊！”当他回来的时候，眼睛也无光了。,xiaohong
1690,马伯乐（精品公版）,马伯乐在最前边已经到了。太太和孩子还没有到。,xiaohong
2115,萧红短篇小说集（精品公版）,“要看……那没什么好看的。爷爷明天领你去。”,xiaohong
519,马伯乐（精品公版）,“我有钱，父亲也是父亲了，孩子也是孩子了。”,xiaohong
175,小城三月（精品公版）,哥哥看了看翠姨就退出去了，从此再没有看见她。,xiaohong
1613,萧红短篇小说集（精品公版）,“不对。你说的不对，石头就挂在他的脚跟上。”,xiaohong
2174,马伯乐（精品公版）,只不过，她常常想到，一个人为什么要“订婚”？,xiaohong
2725,萧红短篇小说集（精品公版）,“还没有到冬天，你就怕冷了，你就往屋里钻！”,xiaohong
2318,商市街（精品公版）,一双拖鞋停在床下，鲁迅先生在枕头上边睡着了。,xiaohong
1595,萧红短篇小说集（精品公版）,阎胡子的船，正上满了肥硕的袋子，预备开船了。,xiaohong
1409,商市街（精品公版）,“回去吧！走吧！”我走到他近边，再不说别的。,xiaohong
238,商市街（精品公版）,“你还有什么可说？锁门的钥匙都拿给我看了！”,xiaohong
961,萧红短篇小说集（精品公版）,我想起来了，关老爷庙里，关老爷骑着红色的马。,xiaohong
1703,萧红短篇小说集（精品公版）,“嘎！别瞎说啦！把我的儿子都给掷了去啦……”,xiaohong
1346,马伯乐（精品公版）,“味之素是日本货，现在买不得啦。马太太……”,xiaohong
842,呼兰河传（精品公版）,祖父说着就招呼老厨子，让他把黄瓜菜快点拿来。,xiaohong
2364,商市街（精品公版）,春天，海婴在花园里掘着泥沙，培植着各种玩艺。,xiaohong
536,马伯乐（精品公版）,“怎么，她们还不知道吗？卢沟桥都打起来啦！”,xiaohong
320,商市街（精品公版）,然而让我怎样做呢？他向天跪着，他向天祈祷……,xiaohong
223,呼兰河传（精品公版）,看的人，正在寻找马尾巴的时候，那马就变靡了。,xiaohong
361,家族以外的人（精品公版）,“这儿不是你二伯的家，你二伯别处也没有家。”,xiaohong
2049,萧红短篇小说集（精品公版）,“哪儿知道呢！当修铁道的回来讲给咱们听吧！”,xiaohong
1956,萧红短篇小说集（精品公版）,“好啦，好啦！用不了一袋烟的工夫就好啦……”,xiaohong
1209,马伯乐（精品公版）,他把眼睛瞪得很大，瞪得很亮，和两盏小灯似的。,xiaohong
75,牛车上（精品公版）,后来他伸出那布满了筋络的两臂，震撼着那箱子。,xiaohong
2034,马伯乐（精品公版）,这一盘蛋卷吃得马伯乐的嘴唇以外还闪着个油圈。,xiaohong
1417,呼兰河传（精品公版）,我抱着那大白兔，我越看越喜欢，我一笑笑醒了。,xiaohong
2975,萧红短篇小说集（精品公版）,哪怕红的绿的那么多，但总没有枣红色的最流行。,xiaohong
2848,萧红短篇小说集（精品公版）,“你们若知道，你们告诉我，我决不去找他的。”,xiaohong
355,家族以外的人（精品公版）,他总常说“走走”。我想“走”就是回家的意思。,xiaohong
2550,商市街（精品公版）,“吃吧，多得很，风干的，格外甜。”许先生说。,xiaohong
503,马伯乐（精品公版）,可是太太一声没有响，仍是躺在床上和孩子玩着。,xiaohong
1076,马伯乐（精品公版）,祖父向那母亲传了半天教，而后那母亲退出去了。,xiaohong
361,牛车上（精品公版）,“这儿不是你二伯的家，你二伯别处也没有家。”,xiaohong
1679,马伯乐（精品公版）,马伯乐连听也没有听见，就又格格咬着牙睡着了。,xiaohong
678,马伯乐（精品公版）,马伯乐从家里带来的钱，省吃俭用，也都用光了。,xiaohong
935,商市街（精品公版）,“什么人都过吗？犹太人也过‘巴斯哈’节吗？”,xiaohong
1333,萧红短篇小说集（精品公版）,那蓝色头巾的角部，也随着她的下颚颤抖了起来。,xiaohong
1168,商市街（精品公版）,“我想我们是要睡空床板的，现在连枕头都有。”,xiaohong
2506,商市街（精品公版）,一双拖鞋停在床下，鲁迅先生在枕头上边睡着了。,xiaohong
369,萧红短篇小说集（精品公版）,“老太太，上次给我吃的咳嗽药再给我点吃吧！”,xiaohong
1358,呼兰河传（精品公版）,旁边的人听到这里都笑了，可是有二伯还不自觉。,xiaohong
521,呼兰河传（精品公版）,那里边装着各种样的东西，因为是储藏室的缘故。,xiaohong
1433,商市街（精品公版）,“要买什么，这不是有票子吗？”他停下来不走。,xiaohong
337,商市街（精品公版）,好像他不是我的爱人似的，转身下楼离我而去了。,xiaohong
1297,萧红短篇小说集（精品公版）,赶车的舅舅，抓了我的辫发，把我向后拉了一下。,xiaohong
1355,呼兰河传（精品公版）,老厨子说：“不见得吧，大概还是铜的好呢……”,xiaohong
730,呼兰河传（精品公版）,被叫醒了的人，翻了一个身说：“房子又走了。”,xiaohong
226,家族以外的人（精品公版）,“你总是跳墙，跳墙……人家蟋蟀都不能捉了！”,xiaohong
254,牛车上（精品公版）,杨安像个弯腰的瘦甲虫，他跑到客室的门口去……,xiaohong
971,萧红短篇小说集（精品公版）,“哪来的钱……买‘票’两个人要好几十吊钱。”,xiaohong
254,家族以外的人（精品公版）,杨安像个弯腰的瘦甲虫，他跑到客室的门口去……,xiaohong
1141,萧红短篇小说集（精品公版）,他总常说“走走”。我想“走”就是回家的意思。,xiaohong
644,马伯乐（精品公版）,他虽然是没有说出来，他心里想中国是没有好了。,xiaohong
377,商市街（精品公版）,看到了乡巴佬坐洋车，忽然想起一个童年的故事。,xiaohong
731,马伯乐（精品公版）,“这还得了，现在可不知道逃得怎样的程度了！”,xiaohong
605,萧红短篇小说集（精品公版）,她的父亲也是青色的手，比王亚明的手更大更黑。,xiaohong
2503,萧红短篇小说集（精品公版）,林姑娘变成小大人了，邻居们和她的奶妈都说她。,xiaohong
534,呼兰河传（精品公版）,祖父给我印了许多，还用鬼子红给我印了些红的。,xiaohong
