,title,text,author
1575,还珠格格,“小声一点！小声一点！你要叫得人尽皆知吗？,qiongyao
4016,还珠格格,福伦听到这儿，就‘崩咚”一跪，泪流满面了。,qiongyao
1556,还珠格格,尔康说得坦率坚定，紫薇凝视尔康，不禁动容。,qiongyao
2493,还珠格格,车内，乾隆、小燕子、紫薇、纪晓岚坐在里面。,qiongyao
4007,还珠格格,“傅恒！去把那个梁某人给我带来！马上去！”,qiongyao
168,还珠格格,“在下姓柳名青，山东人氏，这是我妹子柳红。,qiongyao
410,窗外,“你会吗？”她问，然后笑着说：“你不会！”,qiongyao
1136,还珠格格,小燕子噘着嘴，气呼呼的一甩袖子，回头就走。,qiongyao
649,窗外,“妈妈！”江雁容不安的叫了一声，低下了头。,qiongyao
3808,还珠格格,梁大人走过来，用脚踏在金琐背上，用力一踩。,qiongyao
1104,还珠格格,“如果皇上不能相信我，你为什么会相信我？”,qiongyao
1096,还珠格格,“不要谢！想到那天让你受伤，我懊恼得要死。,qiongyao
1076,还珠格格,“尔泰说的不错，别忘了，皇上有错也是没错！,qiongyao
381,窗外,“你有资格有勇气，我却没有资格没有勇气。”,qiongyao
380,窗外,康南望着江雁容那对热烈的眼睛，苦笑了一下。,qiongyao
1034,还珠格格,大家听完，彼此互视。好半天，都没有人说话。,qiongyao
313,还珠格格,紫薇说完，两人便虔诚的拜倒于地，对天磕头。,qiongyao
242,窗外,“破书也要整理！”江雁容说，仍然整理她的。,qiongyao
316,还珠格格,“夏，好极了！夏天的紫薇花，夏天的小燕子！,qiongyao
374,还珠格格,“谁要你客气？看！前面有只鹿。”乾隆指着。,qiongyao
986,还珠格格,尔康大震。她知道皇上的诗，还能背出这首诗！,qiongyao
249,窗外,“你这是干什么？你再不走开我去叫妈妈来！”,qiongyao
330,还珠格格,“原来这些是你爹的手迹！你爹名字叫宝历？”,qiongyao
1146,还珠格格,“不是的……不是这样的……你听我解释……”,qiongyao
1165,还珠格格,“你们以后，在我面前，不要自称‘奴才’！”,qiongyao
399,还珠格格,“是呀！除了这样穿过去，我想不出别的办法！,qiongyao
3940,还珠格格,“怎么可以这样，你是阿哥啊！”小燕子惊喊。,qiongyao
1390,还珠格格,皇后蓦然一回头，这个动作，就看得清清楚楚。,qiongyao
874,还珠格格,令妃笑笑，朝里屋看看，心里实在有点不放心。,qiongyao
1367,还珠格格,永琪脸色那么苍白，尔泰的脸色就也苍白起来。,qiongyao
1365,还珠格格,“我没有九族，我只有一个人，一个脑袋……”,qiongyao
181,还珠格格,“我们剩的那些钱，已经快不够付房钱了……”,qiongyao
4305,还珠格格,“尔泰，应该是我来说，不知道怎么谢谢你！”,qiongyao
1336,还珠格格,“好，”紫薇注视尔康：“你刚刚要说什么？”,qiongyao
3411,还珠格格,塞娅和小燕子，两人惊异互看。再掉头比嗓门。,qiongyao
204,还珠格格,“不给你点厉害的瞧瞧，你不服气，是不是？”,qiongyao
2599,还珠格格,“你别说走就走，也问问老爷，要不要去呀！”,qiongyao
878,还珠格格,“是！皇阿玛吉祥，皇后娘娘吉祥……哎呀！”,qiongyao
3889,还珠格格,“我们来救你们，不要多说，跟我们杀出去！”,qiongyao
4275,还珠格格,“这不大好吧！我向来都是‘一诺千金’的！”,qiongyao
270,还珠格格,“我们小姐不是来求助的，是来‘助人’的！”,qiongyao
284,还珠格格,“我看，你干脆搬到我这来，和我一起住吧！”,qiongyao
293,还珠格格,“说了半天，你到底要怎样呢？还要住客栈？”,qiongyao
892,还珠格格,乾隆这样一乐，众人如释重负，全都配合着笑。,qiongyao
206,还珠格格,紫薇看着包袱画过空中，不禁狂奔过去接包袱。,qiongyao
1705,还珠格格,“为了你最后那个理由，我不走了，我留下！”,qiongyao
966,还珠格格,“那儿来的疯子？敢在今天闹场！给我拖下去！,qiongyao
457,窗外,“喂喂，你到哪里去？”程心雯在她身后大喊。,qiongyao
1007,窗外,“不行，”李立维说：“有台风，要赶回去。”,qiongyao
515,还珠格格,“她在‘看’咱们，娘娘，她大概真的醒了！”,qiongyao
2402,还珠格格,“小燕子！别以为你的手受伤，朕就会饶你！”,qiongyao
3073,还珠格格,“请你饶小燕子不死！”紫薇轻声说，恳求的。,qiongyao
551,窗外,“你是来宣布跟我绝交？为了这么一点小事？”,qiongyao
743,还珠格格,“这宫中礼节，也要一样样的学！”令妃又说。,qiongyao
752,还珠格格,“那我要说‘我完了”的时候，我怎么说呢？”,qiongyao
3105,还珠格格,“胡太医，你跟我说实话，拔刀有没有危险？”,qiongyao
2155,还珠格格,“我躺得浑身盾汗了……哇！到底还要多久呢？,qiongyao
4271,还珠格格,“这个，我‘最最’喜欢！怎么办？怎么办？”,qiongyao
507,还珠格格,“你醒了吗？知道我是谁吗？我是令妃娘娘！”,qiongyao
4300,还珠格格,“刚刚才学会骑马，别逞能了，当心又摔了！”,qiongyao
2862,还珠格格,“如果是，你要怎样？如果不是，你又怎样？”,qiongyao
781,还珠格格,早有宫女搬了一张小凳子过来，让小燕子坐下。,qiongyao
2109,还珠格格,两个女孩便看了大家一眼，手拉手的奔出门去。,qiongyao
1082,窗外,“有一位罗亚文老师在不在这里？”江雁容问。,qiongyao
3508,还珠格格,“嫁到咱们家来？她要嫁给谁？”小燕子惊问。,qiongyao
2824,还珠格格,乾隆一伸手，紧紧握住了紫蔽正为他拭汗的手。,qiongyao
2209,还珠格格,“这么好的月色，散散步就回去了！”尔康说。,qiongyao
516,还珠格格,仙女们正骚动间，门外，忽然有声音一路传来。,qiongyao
2370,还珠格格,“我一人做事一人当。要头一颗，要命一条！”,qiongyao
2367,还珠格格,“那是还珠格格！谁要抓还珠格格，先抓我！”,qiongyao
541,还珠格格,皇后那锐利的眼光，又在小燕子脸上溜来溜去。,qiongyao
880,窗外,“不不，你是财政厅长，经济由你全权支配！”,qiongyao
2325,还珠格格,“格格！主子！千岁！祖宗……你饶了咱们吧！,qiongyao
2306,还珠格格,“格格！主子！千岁！祖宗……你饶了咱们吧！,qiongyao
994,窗外,“立维，我们之间完了，我们办离婚手续吧！”,qiongyao
2263,还珠格格,小燕子知道遮掩不过，惶急之下，又豁出去了。,qiongyao
2257,还珠格格,“一首有关喝酒的诗……是…举杯邀明月……”,qiongyao
2249,还珠格格,明天纪师傅要考作诗……五阿哥教我作诗……”,qiongyao
3020,还珠格格,“小燕子，你的腿还有伤，不要再向前挤了！”,qiongyao
2248,还珠格格,“我们没有去那儿，就在这御花园里，走走……,qiongyao
2224,还珠格格,两人四面看看，放了心。彼此互视，相对一笑。,qiongyao
3565,还珠格格,“确实要联婚，但是，新郎不是我，是尔康！”,qiongyao
2221,还珠格格,小燕子进了宫，好生得意，真是人不知鬼不觉。,qiongyao
545,还珠格格,“容嬷嬷，你说像吗？”皇后问身后的老太婆。,qiongyao
1106,窗外,“有小宝宝了吗？”江雁容摇摇头。“没有。”,qiongyao
615,窗外,江太太爱怜的抚摸着她的短发，感到鼻中酸楚。,qiongyao
3228,还珠格格,这天，小燕子和两个丫头，扶着紫薇坐进亭子。,qiongyao
799,还珠格格,“原来如此！那么，你总不至于不会家乡话吧！,qiongyao
1814,还珠格格,“皇阿玛！救命啊……我知错了！知错了……”,qiongyao
3247,还珠格格,“她上去了！居然上去了！”尔泰不相信的喊。,qiongyao
1797,还珠格格,“我不干了！可以吧！这个还珠格格我不当了！,qiongyao
2692,还珠格格,“你知不知道我的婚姻，是要阿玛来指定的？”,qiongyao
4129,还珠格格,“奴才参见紫薇格格！格格千岁千岁千千岁！”,qiongyao
1824,还珠格格,太监急急收住板子。赛威、赛广也放开小燕子。,qiongyao
4110,还珠格格,紫薇的眼睛湿漉漉的。她的唇边，却来上了笑。,qiongyao
3252,还珠格格,小燕子就在屋顶上迈步，摇摇晃晃的去拿毽子。,qiongyao
1767,还珠格格,“慢着！你要到皇阿玛面前告状去，是不是？”,qiongyao
299,窗外,“我该回去了！”“气平了没有？”周雅安问。,qiongyao
452,还珠格格,“这就是女刺客吗！”乾隆瞪着地上的小燕子。,qiongyao
1750,还珠格格,她看着容嬷嬷，转动眼珠，还想找个办法推托。,qiongyao
2638,还珠格格,杜小姐几番迟疑，终于把眼睛一闭，绣球飞出。,qiongyao
3300,还珠格格,大家正在酒酣耳热，外面忽然传来太监的喊声。,qiongyao
725,窗外,“康平。”“好吧，我等他们来。”江雁容说。,qiongyao
2039,还珠格格,“让我出去见紫薇一面！你们想办法让我出去！,qiongyao
1124,窗外,“好，”她软弱而无力的说：“我离开这儿！”,qiongyao
4231,还珠格格,“来呀！怎么那么慢？西藏公主都跑不动啊？”,qiongyao
2013,还珠格格,第二幅画着一只小鸟在挨打，一朵花儿在流泪。,qiongyao
3120,还珠格格,“我不走，我守着她！我绝对绝对不离开她！”,qiongyao
4228,还珠格格,“看你往那里跑？我追你一个‘落花流水’！”,qiongyao
2004,还珠格格,尔泰看着二人的神情，心里震动了，若有所觉。,qiongyao
1973,还珠格格,“我懂了！”紫薇又说。眼神里已经透着凄凉。,qiongyao
355,窗外,“脊椎骨没有感觉的，不会发麻。”叶小蓁说。,qiongyao
734,窗外,“去了两个好朋友，”她想。“我更孤独了。”,qiongyao
1861,还珠格格,尔康一篇话，说得合情合理，大家都纷纷点头。,qiongyao
3158,还珠格格,“皇上，我……让您担心了！”紫薇衰弱的说。,qiongyao
3175,还珠格格,“只有尔康，受了一点轻伤，其他人都还好！”,qiongyao
303,窗外,“和你一样，想不通！”周雅安说，苦笑了笑。,qiongyao
1908,还珠格格,“皇阿玛，跪地磕头，学了三天，还是没磕好！,qiongyao
4221,还珠格格,“尔康。你躲到哪里去了，害我都找不到你！”,qiongyao
302,窗外,“我也要问你一句，你还伤心吗？为了小徐？”,qiongyao
2801,还珠格格,“你们两个，到底是从哪儿来的？”他忽然问。,qiongyao
2381,还珠格格,“朕料想，你说的都是实话！”乾隆盯着尔康。,qiongyao
358,还珠格格,“后来，我知道他是个贪官，就没有再找他了！”,qiongyao
3501,还珠格格,“嫁什么人？嫁什么人？”小燕子呆了呆，急问。,qiongyao
343,窗外,到那时候，我会含笑回忆你的日记和你那份哀愁。,qiongyao
3559,还珠格格,“来不及了！西藏土司还没走，我就被出卖了！”,qiongyao
404,还珠格格,“胡说八道！你翻不过也得翻，爬不过也得爬！”,qiongyao
3485,还珠格格,“看样子，他们是‘乐不思蜀’了！”令妃微笑。,qiongyao
474,还珠格格,“她一路用手按着这个包袱，看看是什么暗器？”,qiongyao
378,还珠格格,三个年轻人一面喊着，一面追着那只鹿飞骑而去。,qiongyao
382,窗外,“这话怎么讲？”“我自己明白，我配不上你！”,qiongyao
4296,还珠格格,“北京的马没有我们西藏的马好，跑都跑不动！”,qiongyao
2751,还珠格格,“我没有关系，我去帮他们推车！”小燕子嚷着。,qiongyao
2782,还珠格格,“如果你要叫人，我和尔泰就在隔壁！”尔康说。,qiongyao
3134,还珠格格,“好，朕饶她不死！你安心了吧子乾隆匆匆回答。,qiongyao
496,窗外,“为什么不呢？”她昂起头，有一股挑战的味道。,qiongyao
2835,还珠格格,“你和她是同乡？难道你见过雨荷？”乾隆惊愕。,qiongyao
2873,还珠格格,小燕子怎么受得了这个，身子一窜，飞身出去了。,qiongyao
504,窗外,“不要猜！我有预感。康南，我很害怕，真的。”,qiongyao
2879,还珠格格,“看掌！看刀！看我的连环踢！小贼！别跑……”,qiongyao
2904,还珠格格,“怎么帮到底？难道还要帮她葬父吗？”福伦问。,qiongyao
3177,还珠格格,“好多了！拔刀的时候，我真的以为活不成了！”,qiongyao
147,几度夕阳红,人生！何等的不简单！她愣愣的陷入了沉思之中。,qiongyao
2952,还珠格格,剩下小燕子，呆呆的站在桥上，气得脸红脖子粗。,qiongyao
2982,还珠格格,永琪四顾无人，就什么都不管了，把她紧紧一抱。,qiongyao
3058,还珠格格,“鄂敏，你别去！在这儿保护皇上！”傅恒急喊。,qiongyao
542,窗外,“你别怪周雅安，是我们逼她说的。”叶小蓁说。,qiongyao
3056,还珠格格,“胡太医！胡太医！胡大医……胡太医在哪儿？”,qiongyao
3011,还珠格格,“原来是这样‘噗哧噗哧’！”小燕子自言自语。,qiongyao
3021,还珠格格,“那一点伤，早就好了！”小燕子满不在乎的说。,qiongyao
3071,还珠格格,“皇上，如果我死了，可不可以请求你一件事？”,qiongyao
3266,还珠格格,“皇上，格格只是高兴，您就让她高兴一下吧！”,qiongyao
328,还珠格格,这儿还有我爹的印鉴！印鉴上刻的是长春居士。”,qiongyao
3444,还珠格格,场中，两人再一阵激烈缠斗，朗卡就被打倒在地。,qiongyao
310,还珠格格,“当然可以！我决定了，我就是八月初一生的！”,qiongyao
3436,还珠格格,“尔康！伟大！尔康！拿出本领给他们瞧瞧……”,qiongyao
302,还珠格格,“苍天在上，后土在下，我夏紫薇和小燕子……”,qiongyao
604,窗外,“妈妈，”江雁容惊惶的说：“你是什么意思？”,qiongyao
225,还珠格格,“哇！住这么讲究的房间，你们一定是有钱人！”,qiongyao
222,还珠格格,“你们住哪里？我闲着也是闲着，送你们一程！”,qiongyao
197,还珠格格,“大胆毛贼，居然敢对我们的客人动手！看掌！”,qiongyao
408,窗外,“是我的事，当然由我自己认为幸福才算幸福！”,qiongyao
146,还珠格格,“逃得掉吗？梁家一找，不就知道你们是一党了？,qiongyao
2458,还珠格格,“啊？到底是怎样两句话？我听起来就怪怪的！”,qiongyao
3338,还珠格格,“皇上，那紫薇…让您这么动心？”她低声的问。,qiongyao
2478,还珠格格,“如果紫薇能够进宫来，跟我一起住，那就好了！,qiongyao
2497,还珠格格,“皇……皇老爷！你要我唱歌啊？”小燕子一呆。,qiongyao
2548,还珠格格,“居然有这么美的菜名？好像让人不忍心吃了！”,qiongyao
2555,还珠格格,“这个菜名字叫‘红嘴绿鹦哥”！”紫薇笑着说。,qiongyao
356,还珠格格,小燕子睁大眼睛，不敢相信的，对紫薇看来看去。,qiongyao
555,还珠格格,“别恭送了！你跟在皇上身边，眼睛要放亮一点！,qiongyao
928,还珠格格,“皇上万岁万岁万万岁！格格千岁千岁千干岁！”,qiongyao
538,窗外,“真巧，我们正是从周雅安家里来的。”何淇说。,qiongyao
1624,还珠格格,“没有关系，不对可以更正，不好可以修饰啊！”,qiongyao
1589,还珠格格,“你放心，我没给你那一箭射死，就死不掉了！”,qiongyao
1536,还珠格格,“哇！什么叫‘出口成章’，我今天是领教了！”,qiongyao
2152,还珠格格,“什么时辰了？怎么还不回来！”明月爬起身来。,qiongyao
1524,还珠格格,“为什么不告诉我？你们谁都没说过！”紫薇喊。,qiongyao
2160,还珠格格,“你们两个干嘛？大呼小叫的？不怕把人引来吗？,qiongyao
572,还珠格格,“小燕子爱吹牛，你又不是不知道！”柳红跺脚。,qiongyao
3970,还珠格格,“如果尔泰有个什么，我永远都不会原谅自己！”,qiongyao
4030,还珠格格,“那是饶她不死，现在，是她甘愿代你们而死！”,qiongyao
1460,还珠格格,“皇后，您别生气了！格格粗枝大叶，不懂规矩。,qiongyao
3948,还珠格格,“可是……你的父母会被牵连的，不能这样做！”,qiongyao
1405,还珠格格,“我不要说！说了你也不相信！就是听你说的！”,qiongyao
1404,还珠格格,“你‘听谁说’？马上招出来！”皇后大声命令。,qiongyao
1921,还珠格格,“小燕子没有脸见皇阿玛！没有脸见任何人了！”,qiongyao
1477,还珠格格,“你不要太得意了，皇后说的话，也有她的道理！,qiongyao
1359,还珠格格,“难道她的故事是真的？你不是格格，她才是？”,qiongyao
2127,还珠格格,“金琐！你嘴里骂我，你心里还是对我这么好！”,qiongyao
1071,窗外,“不，”江雁容有点脸红。“我去看一个朋友。”,qiongyao
1910,还珠格格,乾隆又是心痛，又是困惑，又是好笑，又是好气。,qiongyao
83,窗外,“你别忙，还没有表决呢，你也未见得会当选！”,qiongyao
1935,还珠格格,“我以为……我以为，皇阿玛再也不喜欢我了！”,qiongyao
1956,还珠格格,尔康和紫薇站在水边，两人迎风而立，衣袂飘飘。,qiongyao
4157,还珠格格,“皇上是不是要把臣妾也推出去斩了？”皇后问。,qiongyao
1817,还珠格格,“说了不许求情，还有人求情！加打二十大板！”,qiongyao
1957,还珠格格,“哇！怎么有这么美丽的地方？简直是个仙境！”,qiongyao
1802,还珠格格,“帽子，不要了！珠子，不要了！耳环，不要了！,qiongyao
1790,还珠格格,“哇！总算可以吃饭了，我现在吃得下一只牛！”,qiongyao
1777,还珠格格,“格格又错了，双手要交叠，请格格再磕一次！”,qiongyao
4106,还珠格格,紫薇就痴痴的仰望着乾隆，一口一口的把药吃了。,qiongyao
4102,还珠格格,“不许再‘昏掉’了，每次都吓得我心惊胆战！”,qiongyao
2057,还珠格格,“啊哈！所谓“生死之交’，就是咱们三个了！”,qiongyao
2090,还珠格格,“对不起！紫薇，”对不起！我现在跪在你面前。,qiongyao
1102,窗外,“你来——”罗亚文试探的说：“是看看他吗？”,qiongyao
1081,窗外,“康老师很好，就是不爱理人，也不跟学生玩。”,qiongyao
1697,还珠格格,“如果你可以‘妄想’呢？你会‘妄想’什么？”,qiongyao
4067,还珠格格,“我知道我会赢……我一直都知道……我会赢！”,qiongyao
1684,还珠格格,尔康见讲来讲去，紫薇都是要走，不禁心乱如麻。,qiongyao
1664,还珠格格,“没有没有！就因为你们太周到了，我才不安心！,qiongyao
134,窗外,“我喜欢你！”周雅安说，摸了摸江雁容的头发。,qiongyao
1963,还珠格格,“本来，你只有进宫的心事，现在，又添了我！”,qiongyao
1332,还珠格格,“我们信得过五阿哥，他一定不会泄露机密的！”,qiongyao
2232,还珠格格,“我兴奋得很，一点都不困，干脆进来喝杯茶吧！,qiongyao
920,还珠格格,便怜爱的问：“还有什么需要没有？你尽管说！”,qiongyao
919,还珠格格,“等朕有时间的时候，应该跟你好好的谈一谈。”,qiongyao
648,窗外,“你说来骂他，责备他，现在你在这里做什么！”,qiongyao
933,窗外,“你爱他，是吗？”“那是以前，现在只爱你。”,qiongyao
872,还珠格格,“皇后特别要来看看你调教的成绩。小燕子怎样？,qiongyao
923,窗外,“你别胡扯，公正一点好不好？”江雁容大声说。,qiongyao
808,还珠格格,“我练过好多次了！”小燕子一得意，冲口而出。,qiongyao
798,还珠格格,皇后阴沉的瞪了令妃一眼，再锐利的转向小燕于。,qiongyao
786,还珠格格,“你娘有没有告诉你，朕和她，是怎么认识的？”,qiongyao
306,窗外,江雁容垂下眼睛，注视着饭碗，倔强的不肯答应。,qiongyao
2348,还珠格格,容嬷嬷已经发现了小燕子，给皇后使了一个眼色。,qiongyao
313,窗外,“老师，还有！”程心雯跳起来说：“狮头山！”,qiongyao
735,还珠格格,好快的速度，小菜、酒壶、酒杯、碗筷全上了桌。,qiongyao
2375,还珠格格,皇后严肃的站在乾隆身边，冷冷的看着他们四个。,qiongyao
878,窗外,“你总不能让我一个大男人，身边连钱都没有！”,qiongyao
711,还珠格格,令妃见到永琪和尔泰，立刻脸色一转，眉开眼笑。,qiongyao
4299,还珠格格,塞娅一夹马腹，往前飞奔。小燕子立刻追了过去。,qiongyao
676,还珠格格,“恭喜格格，贺喜格格，格格千岁千岁千千岁！”,qiongyao
3610,还珠格格,金琐看看局势，情迫无奈，只得上前去拉小燕子。,qiongyao
621,还珠格格,“你怎么还是你呀你的……”令妃在一边干着急。,qiongyao
595,还珠格格,“她今天怎样？有没有起色？”半晌，乾隆低问。,qiongyao
585,还珠格格,“你好可怕，你在暗示我，小燕子会出卖我吗？”,qiongyao
192,窗外,“中午吃饱没有？”“饱了，可是现在又饿了！”,qiongyao
2222,还珠格格,下了马车，永琪不放心，一直送小燕子到漱芳斋。,qiongyao
924,还珠格格,在旗帜飘飘下，仪仗队奏着鼓乐，马队迤逦向前。,qiongyao
1277,还珠格格,侍卫们惊奇着，一面行礼，一面议论纷纷的散了。,qiongyao
1276,还珠格格,“去去去！没事了！是还珠格格跟咱们闹着玩！”,qiongyao
1257,还珠格格,永琪说着，就飞窜上前，伸手去抓小燕子的衣领。,qiongyao
3873,还珠格格,“烙刑侍候。把她们的脸蛋给毁了！”梁大人喊。,qiongyao
2198,还珠格格,“花间一壶酒，不坐不相亲，举杯……举杯……”,qiongyao
3826,还珠格格,“他会吗？你还相信他啊！”金琐毫无把握的问。,qiongyao
3820,还珠格格,狱卒拖着遍体鳞伤的三人出了刑房，又丢进牢房。,qiongyao
3049,还珠格格,群众喊着叫着，摔着跌着，四散奔逃，场面混乱。,qiongyao
1114,还珠格格,紫薇两眼发直，脚一软，乏力的倒进一张椅于里。,qiongyao
1931,还珠格格,“喳！奴婢该死，奴婢遵命！”一面急急出房去。,qiongyao
999,还珠格格,“好了，衣服换干净了，人就清爽好多，对不对？,qiongyao
1008,还珠格格,“不能这样说呀！留得青山在，不怕没柴烧呀！”,qiongyao
1029,还珠格格,“原来如此！”大家都恍然大悟，不禁深深点头。,qiongyao
3786,还珠格格,“大家心里有数吧，我们运气不好，冤家路窄！”,qiongyao
554,窗外,“别糊涂了，康南不会跟她一起出入公共场合的！”,qiongyao
4270,还珠格格,塞娅凝视尔泰，嫣然一笑，伸手把尔泰的脖子一抱。,qiongyao
1022,窗外,“哦，雁容，真抱歉……”他说，内心惭愧到极点。,qiongyao
977,窗外,“我不碰你，你别害怕，你在发烧，那儿不舒服？”,qiongyao
1039,窗外,“雁容，你一点都不爱我，是不是？”他苦涩的问。,qiongyao
3057,还珠格格,“忙乱之中冲散了，皇上别急，我去找！”鄂敏说。,qiongyao
545,窗外,“我知道了，叶小蓁，你们放心，我会躲开他的！”,qiongyao
1067,窗外,“你是新来的老师吗？学校还要走四十分钟路呢！”,qiongyao
990,窗外,“好了，你躺下休息休息吧，算我没说这几句话！”,qiongyao
3075,还珠格格,“我们不是安心的……请饶小燕子一命！”她再说。,qiongyao
4219,还珠格格,两人一面追着，一面打着，打到了乾隆等人的面前。,qiongyao
3864,还珠格格,“她们三个欠打！给我打，重重的打！狠狠的打！”,qiongyao
3785,还珠格格,“这个梁大人还活着呀？他居然调到宗人府来了？”,qiongyao
3766,还珠格格,“放肆！你的意思是说，这些错误，都是朕的错！”,qiongyao
3465,还珠格格,忽然间，塞娅一个疏忽，手中鞭子，已被尔康夺走。,qiongyao
602,窗外,江雁容不安的看着江太太，苍白的脸浮起一片红晕。,qiongyao
3673,还珠格格,令妃一惊，听皇后说得头头是道，害怕，低头不语。,qiongyao
4283,还珠格格,“谢皇阿玛……”觉得不对，改口道：“谢皇上！”,qiongyao
3613,还珠格格,“不行不行，再不说，尔康就给那个塞娅抢去了!”,qiongyao
3553,还珠格格,永琪愣了一会儿，抓起小燕子的手，就往门外冲去。,qiongyao
4220,还珠格格,寒妞一眼看到尔康，好乐，忘了打架，开心的跑来。,qiongyao
3969,还珠格格,小燕子也看着尔泰的背影，泪，就滴滴答答往下掉。,qiongyao
3369,还珠格格,“女儿尊贵，不输给男儿，没有女子，何来男子！”,qiongyao
4149,还珠格格,“皇后说的不错！朕刚刚认了紫薇，她是格格了！”,qiongyao
3282,还珠格格,“下月初？那么，我们要快马加鞭，赶回北京了！”,qiongyao
4098,还珠格格,乾隆就端着药碗，吹冷了药，用汤匙喂到紫薇唇边。,qiongyao
3408,还珠格格,“鲁加！打他一个落花流水！打他一个落花流水！”,qiongyao
4083,还珠格格,“是！”好多声音同时回答，脚步杂沓，奔出奔进。,qiongyao
3309,还珠格格,“皇上赐”燕草如碧丝’给还珠格格和紫薇姑娘！”,qiongyao
3310,还珠格格,“皇上赐‘秦桑低绿枝’给还珠格格和紫薇姑娘！”,qiongyao
3325,还珠格格,“还没有，还没有！可是，已经‘呼之欲出’了！”,qiongyao
4002,还珠格格,“审你们？朕还没有决定要不要审，谁敢审你们？”,qiongyao
3307,还珠格格,“皇上赐”红嘴绿鹦哥’给还珠格格和紫薇姑娘！”,qiongyao
3348,还珠格格,“巴勒奔和塞娅参见皇上，吾皇万岁万岁万万岁！”,qiongyao
4338,还珠格格,谨将此书，献给天下所有的“格格”和“阿哥”们！,qiongyao
1543,还珠格格续集,我一直是个很虚荣的作者，好希望得到读者的共鸣。,qiongyao
170,窗外,“妈妈还在生爸爸的气，今天晚饭只好你来做了！”,qiongyao
1222,还珠格格,“我的阿玛不是皇上，我的阿玛根本不知道是谁？”,qiongyao
1173,还珠格格,小燕子无可奈何，叹了一口大气。放弃这个题目了。,qiongyao
1109,还珠格格,“岂有此理！福大少爷。你要为我们小姐申冤呀！”,qiongyao
1043,还珠格格,尔康深深的看着紫薇，看着看着，竟有些眩惑起来。,qiongyao
1038,还珠格格,尔康跟着福伦，走了两步，不知怎的，又退了回来。,qiongyao
250,窗外,“叫妈妈！”江麟轻蔑的笑着：“妈妈才不管呢！”,qiongyao
251,窗外,“你走不走？”江雁容推着他的身子，生气的喊着。,qiongyao
1437,还珠格格,乾隆仰头，看着摇摇欲坠的小燕子，担心得不得了。,qiongyao
3036,还珠格格,紫薇挤上来，掏出钱袋来付钱。乾隆就去拿茶叶蛋。,qiongyao
